HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.prompt,Answer.emot0,Answer.emot1,Answer.emot2,Answer.not_seen.on,Answer.pers0,Answer.pers1,Answer.pers2,Answer.phys0,Answer.phys1,Answer.phys2,Answer.seen.on,Answer.type_test,Approve,Reject
32ZCLEW0B113Q2ZT2B34MW4HQ2WPJ1,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:18 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:18 PDT 2019,,,3A1COHJ8NMCOFO2GIX39CHP1KAP8HQ,A1HCP9XUWV8V2S,Approved,Mon Apr 29 13:19:06 PDT 2019,Mon Apr 29 13:24:14 PDT 2019,Thu May 02 13:24:14 PDT 2019,,,,308,100% (11/11),100% (11/11),100% (11/11),https://vignette.wikia.nocookie.net/marveldatabase/images/2/2b/Harvey_Elder_%28Earth-616%29_from_Mighty_Avengers_Vol_1_1_001.jpg/revision/latest?cb=20120215214031,apnoeas,angered,miserable,nasty,TRUE,angry,righteous,closed minded,green,huge,pudgy,FALSE,apnoeas,,
32ZCLEW0B113Q2ZT2B34MW4HQ2WPJ1,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:18 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:18 PDT 2019,,,3GM6G9ZBKQET5MVFCSUHVITKFBJMTG,A38TJNZBL8WSN4,Approved,Mon Apr 29 15:43:59 PDT 2019,Mon Apr 29 15:47:57 PDT 2019,Thu May 02 15:47:57 PDT 2019,,,,238,100% (2/2),100% (2/2),100% (2/2),https://vignette.wikia.nocookie.net/marveldatabase/images/2/2b/Harvey_Elder_%28Earth-616%29_from_Mighty_Avengers_Vol_1_1_001.jpg/revision/latest?cb=20120215214031,apnoeas,Fear,Skittish,Resigned,TRUE,Angry,Determined,Focused,Bulky,Strong,Short,FALSE,apnoeas,,
335HHSX8CFMYAZ1D929OAP7DZRPHDA,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:18 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:18 PDT 2019,,,32XVDSJFP2EZLN12TDALUVKUF1EM22,APKO12PP5J5LW,Approved,Tue Apr 30 02:28:58 PDT 2019,Tue Apr 30 02:31:39 PDT 2019,Fri May 03 02:31:39 PDT 2019,,,,161,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/9/93/Miles_Warren_%28Earth-616%29_from_Spider-Island_Deadly_Foes_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/334?cb=20120117113235,blouson,Negative,Needy,Nervy,TRUE,Impartial,Considerate,Diplomatic,height,tall,large,FALSE,blouson,,
335HHSX8CFMYAZ1D929OAP7DZRPHDA,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:18 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:18 PDT 2019,,,37UEWGM5HWPJTIWYFH6OBB4ZTIPR14,A191V8LNTTLHSA,Approved,Tue Apr 30 00:50:53 PDT 2019,Tue Apr 30 00:54:54 PDT 2019,Fri May 03 00:54:54 PDT 2019,,,,241,100% (15/15),100% (8/8),100% (8/8),https://vignette.wikia.nocookie.net/marveldatabase/images/9/93/Miles_Warren_%28Earth-616%29_from_Spider-Island_Deadly_Foes_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/334?cb=20120117113235,blouson,biocheMIST,CLONER,Superhuman strengTH,FALSE,AGILITY,enemy of Spider-Man.,"Genius geneticist,","fictional character,",SUPER VILLIAN,"Superhuman strength,",TRUE,SUPERVILLAIN,,
335HHSX8CFMYAZ1D929OAP7DZRPHDA,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:18 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:18 PDT 2019,,,39GAF6DQWUHBMPDFO1BYC8T2EYRV1A,APFPU0VYNP6CI,Approved,Tue Apr 30 20:30:05 PDT 2019,Tue Apr 30 20:31:47 PDT 2019,Fri May 03 20:31:47 PDT 2019,,,,102,100% (5/5),100% (5/5),100% (5/5),https://vignette.wikia.nocookie.net/marveldatabase/images/9/93/Miles_Warren_%28Earth-616%29_from_Spider-Island_Deadly_Foes_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/334?cb=20120117113235,blouson,angry,fired up,vengeful,TRUE,moody,aggressive,fiery,dark,aggressive,powerful,FALSE,blouson,,
335VBRURDLHANZXU7LWG3QRAGQI9E5,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:17 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:17 PDT 2019,,,3DL65MZB8GWE7H1R98B8T0O7IQ1CED,APKO12PP5J5LW,Approved,Tue Apr 30 02:37:01 PDT 2019,Tue Apr 30 02:40:05 PDT 2019,Fri May 03 02:40:05 PDT 2019,,,,184,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/a/ab/Jonothon_Starsmore_%28Earth-616%29_from_Generation_X_Vol_2_2_001.jpg/revision/latest/scale-to-width-down/350?cb=20170610162133,downset,Neglected,Negative,Needy,TRUE,Diplomatic,Impartial,Sincere,tall,fit,ordinary,FALSE,downset,,
335VBRURDLHANZXU7LWG3QRAGQI9E5,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:17 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:17 PDT 2019,,,3RWE2M8QWKRY7VJOQRL7OMGFNV10NX,A29C36OBT13T0X,Approved,Tue Apr 30 08:17:54 PDT 2019,Tue Apr 30 08:19:21 PDT 2019,Fri May 03 08:19:21 PDT 2019,,,,87,100% (6/6),100% (6/6),100% (6/6),https://vignette.wikia.nocookie.net/marveldatabase/images/a/ab/Jonothon_Starsmore_%28Earth-616%29_from_Generation_X_Vol_2_2_001.jpg/revision/latest/scale-to-width-down/350?cb=20170610162133,downset,anger,stubborn,irked,TRUE,eager,stubborn,hot headed,slim,hot,groomed,FALSE,downset,,
335VBRURDLHANZXU7LWG3QRAGQIE9A,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:14 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:14 PDT 2019,,,3K772S5NPBS5OPC7V0P94RLNV2FEH1,A2EXVRWKVMINE8,Approved,Wed May 01 22:24:54 PDT 2019,Wed May 01 22:25:53 PDT 2019,Sat May 04 22:25:53 PDT 2019,,,,59,100% (107/107),100% (107/107),100% (107/107),https://vignette.wikia.nocookie.net/marveldatabase/images/b/bf/Warlock_%28Technarch%29_%28Earth-616%29_from_New_Mutants_Dead_Souls_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/302?cb=20180513025039,outwood,sad,confused,upset,TRUE,lost,programmed,strong,Creepy,non human,android,FALSE,outwood,,
335VBRURDLHANZXU7LWG3QRAGQIE9A,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:14 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:14 PDT 2019,,,3K772S5NPBS5OPC7V0P94RLNVWREH1,AILT4T62396A,Approved,Wed May 01 10:02:20 PDT 2019,Wed May 01 10:08:10 PDT 2019,Sat May 04 10:08:10 PDT 2019,,,,350,100% (1/1),100% (1/1),100% (1/1),https://vignette.wikia.nocookie.net/marveldatabase/images/b/bf/Warlock_%28Technarch%29_%28Earth-616%29_from_New_Mutants_Dead_Souls_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/302?cb=20180513025039,outwood,ANGRY,HURTFUL,BITTER,TRUE,ANOYYING,CRUEL,CRAZY,SELFISH,DEMANDING,AMBITIOUS,FALSE,rageous,,
335VBRURDLHANZXU7LWG3QRAGQIE9A,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:14 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:14 PDT 2019,,,3MAOD8E57TR64LPZT3AEX03QXF9XN2,AP34CPJY1CL0I,Approved,Wed May 01 11:30:49 PDT 2019,Wed May 01 11:34:30 PDT 2019,Sat May 04 11:34:30 PDT 2019,,,,221,100% (11/11),100% (11/11),100% (11/11),https://vignette.wikia.nocookie.net/marveldatabase/images/b/bf/Warlock_%28Technarch%29_%28Earth-616%29_from_New_Mutants_Dead_Souls_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/302?cb=20180513025039,outwood,anxiety,hope,glad,FALSE,capable,determined,indispensible,flexible,defensive,reflexed,FALSE,outwood,,
337F8MIIM1UAZ3COIJ1A1TEQ0XU40I,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:05 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:05 PDT 2019,,,36WLNQG782RVXC9LV8FDIGIP0ZWEBR,A1YCPB5INBVCGW,Approved,Mon Apr 29 12:28:44 PDT 2019,Mon Apr 29 12:29:15 PDT 2019,Thu May 02 12:29:15 PDT 2019,,,,31,100% (26/26),100% (26/26),100% (26/26),https://vignette.wikia.nocookie.net/marveldatabase/images/b/b6/Marlo_Chandler_%28Earth-616%29_from_World_War_Hulks_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/276?cb=20101111170949,aniente,worried,sorry,sad,TRUE,feisty,aggressive,feminist,cyte,pretty,sassy,FALSE,aniente,,
337F8MIIM1UAZ3COIJ1A1TEQ0XU40I,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:05 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:05 PDT 2019,,,3ITXP059PZ02PECFKVCZ5L5H9VOSJ1,AMZ59DGY7I2ZI,Approved,Mon Apr 29 12:58:15 PDT 2019,Mon Apr 29 12:59:50 PDT 2019,Thu May 02 12:59:50 PDT 2019,,,,95,100% (26/26),100% (26/26),100% (26/26),https://vignette.wikia.nocookie.net/marveldatabase/images/b/b6/Marlo_Chandler_%28Earth-616%29_from_World_War_Hulks_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/276?cb=20101111170949,aniente,admired,attracted,intrigued,FALSE,strong,capable,resilient,female,red-headed,fit,TRUE,aniente,,
337F8MIIM1UAZ3COIJ1A1TEQ0XU40I,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:05 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:05 PDT 2019,,,3TMSXRD2X9HO1EDKEBGUYACGLXR1W4,APKO12PP5J5LW,Approved,Mon Apr 29 23:03:32 PDT 2019,Mon Apr 29 23:05:57 PDT 2019,Thu May 02 23:05:57 PDT 2019,,,,145,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/b/b6/Marlo_Chandler_%28Earth-616%29_from_World_War_Hulks_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/276?cb=20101111170949,aniente,Warm,Wary,Waspish,TRUE,Likeable,Amiable,Affable,fit,curvy,beautiful,FALSE,aniente,,
338431Z1FNW23Q65VGZYZNLIQEUORB,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:07 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:07 PDT 2019,,,3EQHHY4HQV9RSAO30TEOFX39391G51,A2EXVRWKVMINE8,Approved,Wed May 01 22:03:56 PDT 2019,Wed May 01 22:04:58 PDT 2019,Sat May 04 22:04:58 PDT 2019,,,,62,100% (107/107),100% (107/107),100% (107/107),https://vignette.wikia.nocookie.net/marveldatabase/images/a/a5/X-Force_Vol_1_39.jpg/revision/latest/scale-to-width-down/325?cb=20180127050835,cassius,Sad,Angry,Disappointed,TRUE,Warrior,Skilled,Caring,Non human,Creepy,Animal,FALSE,cassius,,
338431Z1FNW23Q65VGZYZNLIQEUORB,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:07 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:07 PDT 2019,,,3F1567XTNZM16MKT6FWHLRCDV8NQ9N,APKO12PP5J5LW,Approved,Tue Apr 30 02:51:24 PDT 2019,Tue Apr 30 02:59:10 PDT 2019,Fri May 03 02:59:10 PDT 2019,,,,466,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/a/a5/X-Force_Vol_1_39.jpg/revision/latest/scale-to-width-down/325?cb=20180127050835,cassius,Negative,Needy,Neglected,TRUE,Impartial,Diplomatic,Considerate,tall,thin,flabby,FALSE,cassius,,
33IXYHIZB7ZZNFCVMCH1T3JWAK8E2I,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:08 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:08 PDT 2019,,,3I02618YA3NEQ27H4DCJHI9H3XZUPF,A191V8LNTTLHSA,Approved,Tue Apr 30 00:55:06 PDT 2019,Tue Apr 30 01:00:25 PDT 2019,Fri May 03 01:00:25 PDT 2019,,,,319,100% (15/15),100% (8/8),100% (8/8),https://vignette.wikia.nocookie.net/marveldatabase/images/5/5b/Amadeus_Cho_%28Earth-616%29_from_Champions_Vol_2_22_cover_001.jpg/revision/latest?cb=20180531011726,illoyal,PRINCE OF POWER,IRON SPIDER,HULK,FALSE,SPIDERMAN,FICTIONAL SUPERHERO,"Mastermind Excello,","Mastermind Excello,","Prince of Power,",Iron SpiDER,TRUE,PRINCE OF POWER,,
33IXYHIZB7ZZNFCVMCH1T3JWAK8E2I,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:08 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:08 PDT 2019,,,3QRYMNZ7F1YZN4GFOT9H8XIKK39NT1,A2EXVRWKVMINE8,Approved,Mon Apr 29 22:33:57 PDT 2019,Mon Apr 29 22:35:42 PDT 2019,Thu May 02 22:35:42 PDT 2019,,,,105,100% (107/107),100% (107/107),100% (107/107),https://vignette.wikia.nocookie.net/marveldatabase/images/5/5b/Amadeus_Cho_%28Earth-616%29_from_Champions_Vol_2_22_cover_001.jpg/revision/latest?cb=20180531011726,illoyal,Aggression,Angry,Hopeful,TRUE,Conforming,defensive,warrior,Alien,athletic,strong,FALSE,illoyal,,
33IXYHIZB7ZZNFCVMCH1T3JWAK8E2I,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:08 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:08 PDT 2019,,,3RANCT1ZVIYCM867L8UIMY4SMTUBUL,APKO12PP5J5LW,Approved,Tue Apr 30 02:29:00 PDT 2019,Tue Apr 30 02:30:53 PDT 2019,Fri May 03 02:30:53 PDT 2019,,,,113,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/5/5b/Amadeus_Cho_%28Earth-616%29_from_Champions_Vol_2_22_cover_001.jpg/revision/latest?cb=20180531011726,illoyal,Ultimate,Uncivil,Uncout,TRUE,Adaptable,Versatile,Intuitive,Rough,Plain,Shaved,FALSE,illoyal,,
33KMQD9OFLVL01UR5GKQJK8NZDQ775,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:19 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:19 PDT 2019,,,3EFE17QCRFM6Y8HPWV9ET8P2W9YHSB,A2EXVRWKVMINE8,Approved,Mon Apr 29 23:59:09 PDT 2019,Tue Apr 30 00:00:07 PDT 2019,Fri May 03 00:00:07 PDT 2019,,,,58,100% (107/107),100% (107/107),100% (107/107),https://vignette.wikia.nocookie.net/marveldatabase/images/5/54/X-51_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Vol_1_6_0001.jpg/revision/latest/scale-to-width-down/206?cb=20160508224511,propugn,Calm,Neutral,Confident,TRUE,Genious,Helpful,Innocent,Thin,lightweight,Nerdy,FALSE,propugn,,
33KMQD9OFLVL01UR5GKQJK8NZDQ775,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:19 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:19 PDT 2019,,,3PXX5PX6L0FS7ZS9F3DRMXSYFT4ABG,A2F0H1QFK7X0N4,Approved,Tue Apr 30 10:07:59 PDT 2019,Tue Apr 30 10:13:09 PDT 2019,Fri May 03 10:13:09 PDT 2019,,,,310,100% (17/17),100% (17/17),100% (17/17),https://vignette.wikia.nocookie.net/marveldatabase/images/5/54/X-51_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Vol_1_6_0001.jpg/revision/latest/scale-to-width-down/206?cb=20160508224511,propugn,intimidation,desire,confidence,TRUE,arrogant,elite,headstrong,Fashionable,Hip,Stylish,FALSE,proppugn,,
33KMQD9OFLVL01UR5GKQJK8NZDQ775,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:19 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:19 PDT 2019,,,3WJ1OXY92DX951U2CRTHVV2X7EU8A8,A1YCPB5INBVCGW,Approved,Mon Apr 29 11:27:01 PDT 2019,Mon Apr 29 11:28:19 PDT 2019,Thu May 02 11:28:19 PDT 2019,,,,78,100% (26/26),100% (26/26),100% (26/26),https://vignette.wikia.nocookie.net/marveldatabase/images/5/54/X-51_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Vol_1_6_0001.jpg/revision/latest/scale-to-width-down/206?cb=20160508224511,propugn,calm,cool,collected,TRUE,conceited,stuck up,nerdy,dbonair,dashing,handsome,FALSE,propugn,,
33NOQL7T9QG8KP5GYG4FO4XHKQ98ZL,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:14 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:14 PDT 2019,,,3L4D84MIL29DZ5YZ910017YF0PDHJL,A2EXVRWKVMINE8,Approved,Mon Apr 29 22:57:48 PDT 2019,Mon Apr 29 22:59:19 PDT 2019,Thu May 02 22:59:19 PDT 2019,,,,91,100% (107/107),100% (107/107),100% (107/107),https://vignette.wikia.nocookie.net/marveldatabase/images/4/46/X-Factor_Vol_3_47_page_00_James_Madrox_%28Earth-616%29.png/revision/latest?cb=20100117043400,subsoil,Funny,Happy,Confident,FALSE,Cocky,Selfish,Outgoing,Normal,Young,Attractive,TRUE,subsoil,,
33NOQL7T9QG8KP5GYG4FO4XHKQ98ZL,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:14 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:14 PDT 2019,,,3YDGXNSEO2BU3CEL3QJQISGXFAK84V,APKO12PP5J5LW,Approved,Tue Apr 30 02:14:38 PDT 2019,Tue Apr 30 02:16:49 PDT 2019,Fri May 03 02:16:49 PDT 2019,,,,131,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/4/46/X-Factor_Vol_3_47_page_00_James_Madrox_%28Earth-616%29.png/revision/latest?cb=20100117043400,subsoil,Gloomy,Good,Grateful,TRUE,Understanding,Likeable,Gregarious,amrt,fit,muscular,FALSE,subsoil,,
33P2GD6NRP96O57N1JVBE223J0MHKN,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:20 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:20 PDT 2019,,,3CN4LGXD5059II53GUHKH54Z8PSY44,APKO12PP5J5LW,Approved,Tue Apr 30 03:17:10 PDT 2019,Tue Apr 30 03:22:52 PDT 2019,Fri May 03 03:22:52 PDT 2019,,,,342,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/7/7c/New_X-Men_Hellions_Vol_1_3_Textless.jpg/revision/latest/scale-to-width-down/330?cb=20081029005014,subduce,Impartial,Efficient,Hardworking,TRUE,Considerate,Diplomatic,Impartial,fit,presentable,scruffy,FALSE,subduce,,
3421H3BM9CYIYFJMLM770642LYE9JQ,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:17 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:17 PDT 2019,,,3D4CH1LGEDAATXQF3JR5RD8BPFC9GX,A2UX1I209LML50,Approved,Mon Apr 29 12:41:09 PDT 2019,Mon Apr 29 12:42:22 PDT 2019,Thu May 02 12:42:22 PDT 2019,,,,73,100% (1/1),100% (1/1),100% (1/1),https://vignette.wikia.nocookie.net/marveldatabase/images/5/5e/Irma_Cuckoo_%28Earth-616%29_from_X-23_Vol_4_4_001.jpg/revision/latest/scale-to-width-down/350?cb=20181013024722,archean,unhappy,tough,mean,TRUE,mean,cold,aggressive,Strong,fierce,fit,FALSE,archean,,
3421H3BM9CYIYFJMLM770642LYE9JQ,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:17 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:17 PDT 2019,,,3DI28L7YXDVUKERTTBMOC45GE411EP,A8JIGMIFZ8KF,Approved,Wed May 01 04:20:43 PDT 2019,Wed May 01 04:22:14 PDT 2019,Sat May 04 04:22:14 PDT 2019,,,,91,100% (10/10),100% (10/10),100% (10/10),https://vignette.wikia.nocookie.net/marveldatabase/images/5/5e/Irma_Cuckoo_%28Earth-616%29_from_X-23_Vol_4_4_001.jpg/revision/latest/scale-to-width-down/350?cb=20181013024722,archean,TO FEAR,DANGER,BAD,TRUE,TO FEAR,DANGER,BAD,TO FEAR,DANGER,BAD,FALSE,FEAR,,
3421H3BM9CYIYFJMLM770642LYE9JQ,3WB9XW3MQYWZXO4Q8KNQNRYA6UZCKX,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.01 ,Mon Apr 29 11:10:17 PDT 2019,3,BatchId:3624719;OriginalHitTemplateId:928390877;,3600,259200,Thu May 02 11:10:17 PDT 2019,,,3JJVG1YBEEEV1TGSK7MAEMCCNCYB50,APKO12PP5J5LW,Approved,Tue Apr 30 02:00:58 PDT 2019,Tue Apr 30 02:03:30 PDT 2019,Fri May 03 02:03:30 PDT 2019,,,,152,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/5/5e/Irma_Cuckoo_%28Earth-616%29_from_X-23_Vol_4_4_001.jpg/revision/latest/scale-to-width-down/350?cb=20181013024722,archean,Jolly,Jovial,Malevolent,TRUE,Sympathetic,Charming,Likeable,tall,beautiful,thin,FALSE,archean,,
