HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.prompt,Answer.emot0,Answer.emot1,Answer.emot2,Answer.not_seen.on,Answer.pers0,Answer.pers1,Answer.pers2,Answer.phys0,Answer.phys1,Answer.phys2,Answer.seen.on,Answer.type_test,Approve,Reject
38VTL6WC4CUPSHC94WVTYDEODSLY58,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:37 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:12 PDT 2019,,,392CY0QWG48NSIQYCCVHVHABK7AI42,A3IJNWM14T6CN7,Submitted,Tue May 07 07:54:18 PDT 2019,Tue May 07 07:54:53 PDT 2019,Fri May 10 07:54:53 PDT 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/2/21/Ghost_%28Earth-616%29_from_Amazing_Spider-Man_Vol_3_16_001.jpg/revision/latest/scale-to-width-down/325?cb=20150312234729,nurture,lonely,isolated,mechanical,TRUE,lonely,isolated,mechanical,lonely,isolated,machine,FALSE,nurture,,
38Z7YZ2SB5JSV3G2K6XTA0FRJ5AIQZ,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:38 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:14 PDT 2019,,,339ANSOTR8J86KF1X4IX2YZ7HR8IKW,APKO12PP5J5LW,Submitted,Mon May 06 22:57:17 PDT 2019,Mon May 06 22:58:52 PDT 2019,Thu May 09 22:58:52 PDT 2019,,,,95,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/1/11/Marvel_Westerns_Strange_Westerns_Starring_the_Black_Rider_Vol_1_1_Textless.jpg/revision/latest/scale-to-width-down/328?cb=20161028195636,flytime,Hyperactive,Inquisitive,Irked,TRUE,Conceited,Cooperative,Hard-working,sharp,tacky,terrifying,FALSE,flytime,,
38Z7YZ2SB5JSV3G2K6XTA0FRJ5AQI7,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:31 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:17 PDT 2019,,,3MTMREQS4YZKV2QKAU9N9B5JRM1AWX,A15QPJ7RZ06F1K,Submitted,Mon May 06 14:31:11 PDT 2019,Mon May 06 14:32:34 PDT 2019,Thu May 09 14:32:34 PDT 2019,,,,83,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/2/20/Ivan_Bezukhov_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/258?cb=20100322234527,trilobe,frightening,wonderful,awesome,TRUE,menacing,threatening,intimidating,menacing,intimidating,large,FALSE,trilobe,,
38Z7YZ2SB5JSV3G2K6XTA0FRJ5AQI7,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:31 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:17 PDT 2019,,,3ON104KXQND5TDA31TZWW8JJZ9OW4L,A35PG6HAKKTRV2,Submitted,Mon May 06 12:33:50 PDT 2019,Mon May 06 12:35:29 PDT 2019,Thu May 09 12:35:29 PDT 2019,,,,99,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/2/20/Ivan_Bezukhov_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/258?cb=20100322234527,trilobe,fearful,curios,tenative,TRUE,tempermental,uncertain,inexperienced,turbo-charged,alien,powerful,FALSE,trilobe,,
39N6W9XWRF4N8E1TLSEK2A5D31ZYGQ,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:40 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:30 PDT 2019,,,30JNVC0ORC1ULS2C4RK9Y8A1GLWQHG,A3NTSR7Z32TDOE,Submitted,Tue May 07 06:49:16 PDT 2019,Tue May 07 06:50:40 PDT 2019,Fri May 10 06:50:40 PDT 2019,,,,84,100% (6/6),100% (6/6),100% (6/6),https://vignette.wikia.nocookie.net/marveldatabase/images/a/a7/Doctor_Strange_Vol_4_1_Kirby_Monster_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20150906071430,volleys,hurt,lonely,confused,TRUE,quiet,brave,sacrificial,strong,muscular,blank,FALSE,volleys,,
39O0SQZVJPOVIKE6EUIWO1ZN1B1R7E,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:42 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:37 PDT 2019,,,308XBLVESLLK6GEQHEZDHNH8HU1BRU,A3IJNWM14T6CN7,Submitted,Tue May 07 07:15:24 PDT 2019,Tue May 07 07:17:27 PDT 2019,Fri May 10 07:17:27 PDT 2019,,,,123,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/0/07/Joy_Mercado_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/342?cb=20070823193525,referee,serious,kind,helpful,TRUE,serious,kind,helpful,woman,pretty,beautiful,FALSE,referee,,
39O0SQZVJPOVIKE6EUIWO1ZN1B1R7E,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:42 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:37 PDT 2019,,,3DUZQ9U6SP5BG9C91KQI89GB6KHSVE,A1QQNQN745J3M9,Submitted,Mon May 06 15:38:06 PDT 2019,Mon May 06 15:39:52 PDT 2019,Thu May 09 15:39:52 PDT 2019,,,,106,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/0/07/Joy_Mercado_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/342?cb=20070823193525,referee,sneaky,thoughtful,calm,TRUE,smart,passionate,strong,Blonde,Glamorous,seductive,FALSE,referee,,
39O0SQZVJPOVIKE6EUIWO1ZN1B1R7E,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:42 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:37 PDT 2019,,,3VW04L3ZLWNBGF33V9XNV2UO1GCXXR,A1Z3JC2PW0L1NY,Submitted,Tue May 07 09:42:16 PDT 2019,Tue May 07 09:45:06 PDT 2019,Fri May 10 09:45:06 PDT 2019,,,,170,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/0/07/Joy_Mercado_%28Earth-616%29.jpg/revision/latest/scale-to-width-down/342?cb=20070823193525,referee,uncertainty,fear,annoyed,TRUE,strong,aggressive,bold,blonde,female,young,FALSE,referee,,
39O6Z4JLX4EHQ61E5RR4JX1EOATVX6,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:39 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:23 PDT 2019,,,3LPW2N6LKWJAXSPYKY35JC40EY45UE,A2IZN6YFSP7YQ9,Submitted,Tue May 07 08:37:06 PDT 2019,Tue May 07 08:40:00 PDT 2019,Fri May 10 08:40:00 PDT 2019,,,,174,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/0/0c/John_Greycrow_%28Earth-616%29_from_X-Men_Battle_of_the_Atom_%28video_game%29_001.jpg/revision/latest/scale-to-width-down/350?cb=20171022205857,kidlike,fearful,caution,egotistical,TRUE,menacing,aggressive,anxious,stregth,masculinity,impressive,FALSE,kidlike,,
39O6Z4JLX4EHQ61E5RR4JX1EOATXV8,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:31 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:18 PDT 2019,,,3XM0HYN6NNGX16AVEDXED0NEJ07EP4,AXFTXWW2B0Y5B,Submitted,Mon May 06 10:53:59 PDT 2019,Mon May 06 10:56:07 PDT 2019,Thu May 09 10:56:07 PDT 2019,,,,128,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/0/09/Jackson_Brice_%28Earth-616%29_from_Amazing_Spider-Man_Annual_Vol_1_42_001.jpg/revision/latest/scale-to-width-down/276?cb=20180221041428,cottier,Dangerous,Intimidating,Menacing,TRUE,Tough,No-nonsense,Angry,Cowboy,Muscular,Western,FALSE,cottier,,
39RRBHZ0AWI6V11T69FPGIHPWARVZ3,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:40 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:27 PDT 2019,,,30OG32W0SXSXYLYIYYKM9BIJJNPNE4,A1HCP9XUWV8V2S,Submitted,Mon May 06 13:29:05 PDT 2019,Mon May 06 13:37:31 PDT 2019,Thu May 09 13:37:31 PDT 2019,,,,506,100% (11/11),100% (11/11),100% (11/11),https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Maria_Callasantos_%28Earth-616%29_from_X-Factor_Vol_1_220_001.jpg/revision/latest?cb=20140113004506,visiter,cautious,detached,distant,TRUE,crazy,unfriendly,reserved,gold,pink,frightening,FALSE,visiter,,
39RRBHZ0AWI6V11T69FPGIHPWARVZ3,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:40 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:27 PDT 2019,,,3YJ6NA41JEX5CMWNSE85AG06OG3JPA,APKO12PP5J5LW,Submitted,Mon May 06 22:54:23 PDT 2019,Mon May 06 22:55:38 PDT 2019,Thu May 09 22:55:38 PDT 2019,,,,75,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/6/66/Maria_Callasantos_%28Earth-616%29_from_X-Factor_Vol_1_220_001.jpg/revision/latest?cb=20140113004506,visiter,Affable,Blissful,Bold,TRUE,Clever,Confident,Dark,style,fair,lucky,FALSE,visiter,,
3AA88CN98RKSA0XCBJZZ02X6AIGYKT,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:42 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:40 PDT 2019,,,3T3IWE1XG94KQ1T74L1YCRDPRDYQTT,A3DFNUPB6VEJNS,Submitted,Mon May 06 20:25:11 PDT 2019,Mon May 06 20:26:26 PDT 2019,Thu May 09 20:26:26 PDT 2019,,,,75,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/5/52/William_Cross_%28Earth-616%29_from_Marvel_War_of_Heroes_001.jpg/revision/latest/scale-to-width-down/304?cb=20140305024341,weenier,fear,angry,weak,TRUE,mean,evil,commanding,tall,menacing,strong,FALSE,weenier,,
3AFT28WXLHJPAR3M5T5PLVKR44SIOR,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:37 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:11 PDT 2019,,,3TK8OJTYM42E3HWH93MOD4B0J37VP4,APKO12PP5J5LW,Submitted,Mon May 06 22:24:53 PDT 2019,Mon May 06 22:25:55 PDT 2019,Thu May 09 22:25:55 PDT 2019,,,,62,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/f/f3/Phillip_Urich_%28Earth-616%29_from_Amazing_Spider-Man_Vol_3_17.1_001.png/revision/latest?cb=20150421012451,apriori,Waspish,Wicked,Wild,TRUE,Non-judgemental,Laid-back,Easy-going,Stooped,Pigeon-toed,Attractive,FALSE,apriori,,
3AFT28WXLHJPAR3M5T5PLVKR44SOIX,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:46 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:26 PDT 2019,,,3A7Y0R2P2R5ALVYEE5IM4TM9QC3XJX,A2CUFLOIO8ZAW4,Submitted,Mon May 06 15:24:52 PDT 2019,Mon May 06 15:25:38 PDT 2019,Thu May 09 15:25:38 PDT 2019,,,,46,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/3/33/Brandy_Clark_%28Earth-616%29_0002.jpg/revision/latest?cb=20080611170624,daffery,enraged,worried,caring,TRUE,intense,concerned,angry,redhead,female,woman,FALSE,daffery,,
3AFT28WXLHJPAR3M5T5PLVKR44SOIX,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:46 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:26 PDT 2019,,,3LRKMWOKB8YZKU0L820F2XG3W4EZ2E,A1NF6PELRKACS9,Submitted,Mon May 06 21:14:50 PDT 2019,Mon May 06 21:16:52 PDT 2019,Thu May 09 21:16:52 PDT 2019,,,,122,100% (1/1),100% (1/1),100% (1/1),https://vignette.wikia.nocookie.net/marveldatabase/images/3/33/Brandy_Clark_%28Earth-616%29_0002.jpg/revision/latest?cb=20080611170624,daffery,trust,likeable,kind,TRUE,curious,kind,outspoken,active,attractive,strong,FALSE,daffery,,
3AJA9FLWSEFV4EQT6QMZY1BDC31IF5,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:31 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:31 PDT 2019,,,384PI804XVIVN8BTYN2TNGQLCTR0SR,A2IZN6YFSP7YQ9,Submitted,Tue May 07 07:32:37 PDT 2019,Tue May 07 07:36:18 PDT 2019,Fri May 10 07:36:18 PDT 2019,,,,221,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/d/d2/Blackout_%28Lilin%29_%28Earth-616%29_from_Ghost_Riders_Heaven%27s_on_Fire_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/350?cb=20091008131332,caracol,fear,apprehension,concern,TRUE,fierce,frightening,haughty,mutant,scary,frightening,FALSE,caracol,,
3AJA9FLWSEFV4EQT6QMZY1BDC31IF5,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:31 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:31 PDT 2019,,,3ERMJ6L4D1967OY8ZPRGQM12SH0M7K,A1X9X6JCC0UEKM,Submitted,Tue May 07 06:39:37 PDT 2019,Tue May 07 06:45:21 PDT 2019,Fri May 10 06:45:21 PDT 2019,,,,344,100% (4/4),100% (4/4),100% (4/4),https://vignette.wikia.nocookie.net/marveldatabase/images/d/d2/Blackout_%28Lilin%29_%28Earth-616%29_from_Ghost_Riders_Heaven%27s_on_Fire_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/350?cb=20091008131332,caracol,Naughty,Irritable,Dangerous,TRUE,Mean,Agressive,Manipulative,Strong,Un-Attractive,Scary,FALSE,caracol,,
3AJA9FLWSEFV4EQT6QMZY1BDC31IF5,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:31 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:31 PDT 2019,,,3QRYMNZ7F1YZN4GFOT9H8XIKM3RTNR,APKO12PP5J5LW,Submitted,Mon May 06 22:36:27 PDT 2019,Mon May 06 22:37:16 PDT 2019,Thu May 09 22:37:16 PDT 2019,,,,49,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/d/d2/Blackout_%28Lilin%29_%28Earth-616%29_from_Ghost_Riders_Heaven%27s_on_Fire_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/350?cb=20091008131332,caracol,Bothered,Churlish,Churlish,TRUE,sincere,sensible,rational,shy,serious,stupefied,FALSE,caracol,,
3APP19WN73VLPURNF9JSJJLK4R6G68,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:40 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:31 PDT 2019,,,3ZPPDN2SLYDC9JUOXO1HRANZE4Q9EL,A1THSBWV04YAIK,Submitted,Mon May 06 23:06:19 PDT 2019,Mon May 06 23:09:16 PDT 2019,Thu May 09 23:09:16 PDT 2019,,,,177,100% (1/1),100% (1/1),100% (1/1),https://vignette.wikia.nocookie.net/marveldatabase/images/4/4e/Rose.jpg/revision/latest?cb=20110121232912,ruptive,Sadness,Anger,Confusion,TRUE,Intense,Confused,Angry,Handsome,Attractive,Plain,FALSE,ruptive,,
3AQN9REUTHXKWUR2J2DCWP2GQ9JDYV,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:42 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:37 PDT 2019,,,3HRMW88U197SPDYOEQ67B7RFK2U0MW,A2KM10NO58WMZD,Submitted,Tue May 07 00:21:21 PDT 2019,Tue May 07 00:26:01 PDT 2019,Fri May 10 00:26:01 PDT 2019,,,,280,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/2/2e/Bennet_du_Paris_%28Earth-616%29_from_Uncanny_X-Men_Vol_4_13_001.png/revision/latest/scale-to-width-down/267?cb=20160922224143,dinting,not sad,perfact,handsome,TRUE,its cool,funny,love to watch,its amazing,i should wacth,intersting,FALSE,we need to watch,,
3AQN9REUTHXKWUR2J2DCWP2GQ9JYDG,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:39 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:24 PDT 2019,,,34Q075JO10UVTOCZL4N9RF3CMR401T,A3UNY9FSBWUFRX,Submitted,Tue May 07 01:41:05 PDT 2019,Tue May 07 01:46:37 PDT 2019,Fri May 10 01:46:37 PDT 2019,,,,332,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/d/db/Marrina_Smallwood_%28Earth-616%29_from_Alpha_Flight_Vol_4_3_001.jpg/revision/latest/scale-to-width-down/260?cb=20140211230840,jaegers,nasty,intolerant,hot-headed,TRUE,self-assured,sneering,testy,strong,reptilian,dangerous,FALSE,jaegers,,
3AQN9REUTHXKWUR2J2DCWP2GQ9JYDG,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:39 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:24 PDT 2019,,,3Y54SXRO1O2CIU0OLUL3MSAEUZJUTJ,APKO12PP5J5LW,Submitted,Mon May 06 22:21:43 PDT 2019,Mon May 06 22:22:48 PDT 2019,Thu May 09 22:22:48 PDT 2019,,,,65,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/d/db/Marrina_Smallwood_%28Earth-616%29_from_Alpha_Flight_Vol_4_3_001.jpg/revision/latest/scale-to-width-down/260?cb=20140211230840,jaegers,Panicky,Reflective,Reckless,TRUE,Adventurous,Enthusiastic,Kooky,Stocky,Paunchy,Podgy,FALSE,jaegers,,
3B286OTISGYW3YTRDSL7W1FMS2DJA5,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:42 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:42 PDT 2019,,,3AUQQEL7U8ABF0SXSI7YY3ASBX10VC,A2IZN6YFSP7YQ9,Submitted,Tue May 07 08:33:05 PDT 2019,Tue May 07 08:37:06 PDT 2019,Fri May 10 08:37:06 PDT 2019,,,,241,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/4/49/Calvin_Rankin_%28Earth-616%29_from_X-Men_Legacy_Vol_1_264.jpg/revision/latest/scale-to-width-down/257?cb=20120328234818,surgeon,fear,foreboding,caution,TRUE,egotistical,intelligent,industrious,frightening,foreboding,bold,FALSE,surgeon,,
3B286OTISGYW3YTRDSL7W1FMS2DJA5,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:42 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:42 PDT 2019,,,3C2NJ6JBKDY535M25EPL7A9UMQE2N8,APKO12PP5J5LW,Submitted,Mon May 06 22:22:49 PDT 2019,Mon May 06 22:24:52 PDT 2019,Thu May 09 22:24:52 PDT 2019,,,,123,100% (168/168),100% (168/168),100% (168/168),https://vignette.wikia.nocookie.net/marveldatabase/images/4/49/Calvin_Rankin_%28Earth-616%29_from_X-Men_Legacy_Vol_1_264.jpg/revision/latest/scale-to-width-down/257?cb=20120328234818,surgeon,Joyful,Joyful,Passionate,TRUE,Cheerful,Chatty,Convivial,Burly,Muscular,Beefy,FALSE,surgeon,,
3B286OTISGYW3YTRDSL7W1FMS2DJA5,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:42 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Thu May 09 10:44:42 PDT 2019,,,3Z9WI9EOZ258AP4HRM0C2MYSHDRHKY,ARA1SVR85THFP,Submitted,Mon May 06 18:58:52 PDT 2019,Mon May 06 19:00:27 PDT 2019,Thu May 09 19:00:27 PDT 2019,,,,95,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/4/49/Calvin_Rankin_%28Earth-616%29_from_X-Men_Legacy_Vol_1_264.jpg/revision/latest/scale-to-width-down/257?cb=20120328234818,surgeon,Avenging,Retribution,Moral,TRUE,Justice,Devout,Smite,Wings,Large,Athletic,FALSE,suregon,,
3BAKUKE49JTH7YZ4PE1NNR8AYP1R1H,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:39 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:23 PDT 2019,,,388U7OUMFAIJMTBGJY2OX6LPQQZR0J,A3IJNWM14T6CN7,Submitted,Tue May 07 07:03:24 PDT 2019,Tue May 07 07:03:48 PDT 2019,Fri May 10 07:03:48 PDT 2019,,,,24,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/e/ed/Kavita_Rao_%28Earth-616%29_from_Uncanny_X-Men_Vol_2_5_0001.png/revision/latest/scale-to-width-down/350?cb=20140115095947,actuals,serious,helpful,kind,TRUE,serious,smart,kind,serious,smart,kind,FALSE,actuals,,
3BAKUKE49JTH7YZ4PE1NNR8AYP1R1H,3WROYBU7BO9RJIYGG313JE3KML4DCN,List words that describe a character,List adjectives that describe a comic book character from an image,"image, tag, picture, tagging, photo, different, comic, character, describe, adjective",$0.02 ,Mon May 06 10:44:39 PDT 2019,3,BatchId:3632512;OriginalHitTemplateId:928390877;,3600,259200,Tue May 07 09:43:23 PDT 2019,,,3VHP9MDGRQ16DV1N4JVEBI97WJ3CF4,A6T77NZT2OVOX,Submitted,Mon May 06 12:06:09 PDT 2019,Mon May 06 12:08:54 PDT 2019,Thu May 09 12:08:54 PDT 2019,,,,165,0% (0/0),0% (0/0),0% (0/0),https://vignette.wikia.nocookie.net/marveldatabase/images/e/ed/Kavita_Rao_%28Earth-616%29_from_Uncanny_X-Men_Vol_2_5_0001.png/revision/latest/scale-to-width-down/350?cb=20140115095947,actuals,scared,intimidated,skeptical,TRUE,smart,evil,aggressive,alluring,beautiful,diverse,FALSE,actuals,,
